SRA_Run	Biosample	Laboratory	Date	Country	Download_path	LibraryStrategy	Platform
SRR11637316	SAMN14765049	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-10	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637316/SRR11637316.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637315	SAMN14765050	TX DSHS, Lab Services Section MC 1947	2020-02-11	USA: Texas	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637315/SRR11637315.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637224	SAMN14765127	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-05	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637224/SRR11637224.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637220	SAMN14765130	MA State Public Health Laboratory	2020-02-10	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637220/SRR11637220.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637219	SAMN14765131	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-09	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637219/SRR11637219.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637218	SAMN14765132	IL Department of Public Health Chicago Laboratory	2020-01-30	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637218/SRR11637218.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637217	SAMN14765133	MA State Public Health Laboratory	2020-02-04	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637217/SRR11637217.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637215	SAMN14765135	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-05	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637215/SRR11637215.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637213	SAMN14765137	CDPH, Viral and Rickettsial Disease Laboratory	2020-01-31	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637213/SRR11637213.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637209	SAMN14765140	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-02	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637209/SRR11637209.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637205	SAMN14765144	AZ SPHL, Arizona Department of Health Services	2020-01-31	USA: Arizona	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637205/SRR11637205.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637203	SAMN14765146	IL Department of Public Health Chicago Laboratory	2020-01-31	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637203/SRR11637203.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637202	SAMN14765147	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-07	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637202/SRR11637202.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637200	SAMN14765148	CDPH, Viral and Rickettsial Disease Laboratory	2020-01-29	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637200/SRR11637200.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637197	SAMN14765151	IL Department of Public Health Chicago Laboratory	2020-02-01	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637197/SRR11637197.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637196	SAMN14765152	CDPH, Viral and Rickettsial Disease Laboratory	2020-01-29	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637196/SRR11637196.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637193	SAMN14765155	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-07	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637193/SRR11637193.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637192	SAMN14765156	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-09	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637192/SRR11637192.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637191	SAMN14765157	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-04	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637191/SRR11637191.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593419	SAMN14652900	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-28	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593419/SRR11593419.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593418	SAMN14652901	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-25	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593418/SRR11593418.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593362	SAMN14652902	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-26	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/593/SRR11593362.sralite.1	AMPLICON	ILLUMINA
SRR11593396	SAMN14652903	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-26	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/593/SRR11593396/SRR11593396.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593360	SAMN14652904	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-26	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/593/SRR11593360.sralite.1	AMPLICON	ILLUMINA
SRR11593359	SAMN14652905	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-27	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/593/SRR11593359.sralite.1	AMPLICON	ILLUMINA
SRR11593363	SAMN14652906	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-27	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593363/SRR11593363.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593357	SAMN14652907	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-27	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/593/SRR11593357.sralite.1	AMPLICON	ILLUMINA
SRR11593352	SAMN14652908	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-28	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/593/SRR11593352/SRR11593352.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593355	SAMN14652909	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-02-28	Germany: Heinsberg	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/593/SRR11593355.sralite.1	AMPLICON	ILLUMINA
SRR11593354	SAMN14652910	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-03	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/593/SRR11593354.sralite.1	AMPLICON	ILLUMINA
SRR11593415	SAMN14652912	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-11	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593415/SRR11593415.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593414	SAMN14652913	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-11	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593414/SRR11593414.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593411	SAMN14652916	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-11	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593411/SRR11593411.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593410	SAMN14652917	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-13	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593410/SRR11593410.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593409	SAMN14652918	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11593/SRR11593409/SRR11593409.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593408	SAMN14652919	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11593/SRR11593408/SRR11593408.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593406	SAMN14652920	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593406/SRR11593406.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593404	SAMN14652922	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-16	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11593/SRR11593404/SRR11593404.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593403	SAMN14652923	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11593/SRR11593403/SRR11593403.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593402	SAMN14652924	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-15	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593402/SRR11593402.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593401	SAMN14652925	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-15	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/11593/SRR11593401/SRR11593401.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637288	SAMN14765071	IL Department of Public Health Chicago Laboratory	2020-01-25	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637288/SRR11637288.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637222	SAMN14765128	IL Department of Public Health Chicago Laboratory	2020-01-23	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637222/SRR11637222.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637221	SAMN14765129	IL Department of Public Health Chicago Laboratory	2020-01-27	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637221/SRR11637221.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637216	SAMN14765134	MA State Public Health Laboratory	2020-02-24	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637216/SRR11637216.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637214	SAMN14765136	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-11	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637214/SRR11637214.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637211	SAMN14765138	IL Dept. of Public Health Springfield Laboratory	2020-01-25	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637211/SRR11637211.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637210	SAMN14765139	CDPH, Viral and Rickettsial Disease Laboratory	2020-01-26	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637210/SRR11637210.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637207	SAMN14765142	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-24	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637207/SRR11637207.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637198	SAMN14765150	IL Department of Public Health Chicago Laboratory	2020-01-23	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637198/SRR11637198.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637195	SAMN14765153	TX DSHS, Lab Services Section MC 1947	2020-02-15	USA: Texas	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637195/SRR11637195.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637194	SAMN14765154	IL Department of Public Health Chicago Laboratory	2020-01-25	USA: Illinois	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637194/SRR11637194.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637347	SAMN14765158	CDPH, Viral and Rickettsial Disease Laboratory	2020-01-26	USA: California	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637347/SRR11637347.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637346	SAMN14765159	WA State Department of Health	2020-01-26	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637346/SRR11637346.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593399	SAMN14652927	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-15	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593399/SRR11593399.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593397	SAMN14652929	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-15	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593397/SRR11593397.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593393	SAMN14652932	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-16	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593393/SRR11593393.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593392	SAMN14652933	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-16	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/593/SRR11593392/SRR11593392.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593391	SAMN14652934	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-16	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593391/SRR11593391.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593390	SAMN14652935	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-16	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593390/SRR11593390.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593386	SAMN14652939	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-17	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593386/SRR11593386.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593384	SAMN14652940	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-18	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593384/SRR11593384.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593381	SAMN14652943	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-19	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11593/SRR11593381/SRR11593381.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593378	SAMN14652946	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-20	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593378/SRR11593378.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593377	SAMN14652947	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-21	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/593/SRR11593377/SRR11593377.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593371	SAMN14652952	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-13	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11593/SRR11593371/SRR11593371.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593370	SAMN14652953	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/593/SRR11593370/SRR11593370.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11593369	SAMN14652954	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Dusseldorf	2020-03-14	Germany: Dusseldorf	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/11593/SRR11593369/SRR11593369.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637352	SAMN14765006	Not available	2020-02-24	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637352/SRR11637352.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637313	SAMN14765051	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637313/SRR11637313.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637312	SAMN14765052	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637312/SRR11637312.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637311	SAMN14765053	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637311/SRR11637311.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637308	SAMN14765054	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637308/SRR11637308.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637307	SAMN14765055	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637307/SRR11637307.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637305	SAMN14765056	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637305/SRR11637305.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637304	SAMN14765057	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637304/SRR11637304.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637303	SAMN14765058	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637303/SRR11637303.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637302	SAMN14765059	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637302/SRR11637302.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637301	SAMN14765060	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637301/SRR11637301.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637299	SAMN14765061	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637299/SRR11637299.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637297	SAMN14765062	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637297/SRR11637297.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637296	SAMN14765063	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637296/SRR11637296.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637295	SAMN14765064	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637295/SRR11637295.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637294	SAMN14765065	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637294/SRR11637294.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637293	SAMN14765066	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637293/SRR11637293.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637292	SAMN14765067	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637292/SRR11637292.lite.1	AMPLICON	OXFORD_NANOPORE
