ERR4085219	326
ERR4086315	1132
ERR4085403	268
ERR4085404	698
ERR4085794	268
ERR4085214	378
ERR4086392	1003
ERR4086011	421
SRR11676284	847
SRR11676312	847
SRR11676317	587
SRR11676274	1181
SRR11676328	1456
SRR11607672	1059
ERR4085281	697
SRR11704822	304
ERR4085006	562
ERR4085016	562
ERR4082875	265
ERR4085145	265
ERR4082913	806
ERR4085126	1070
SRR11578012	265
SRR11578299	1032
SRR11622006	265
SRR11578325	298
SRR11578014	823
SRR11578036	265
SRR11577918	265
ERR4091650	782
ERR4085208	265
SRR11578291	265
SRR11578292	265
ERR4091691	773
ERR4091785	1061
ERR4085946	265
ERR4082667	265
ERR4091962	508
ERR4091547	506
ERR4082458	265
ERR4085552	265
ERR4091728	504
ERR4086268	265
ERR4086417	504
ERR4082502	265
ERR4085020	265
ERR4084916	265
ERR4086402	1327
ERR4086403	532
ERR4084908	265
ERR4085923	265
ERR4091714	787
ERR4091738	504
ERR4091811	771
ERR4091554	510
ERR4091641	507
ERR4091830	1294
ERR4091576	1064
ERR4082068	265
ERR4091557	557
ERR4091939	557
ERR4085092	265
ERR4085370	267
ERR4086189	1104
ERR4086237	555
ERR4082524	266
SRR11593377	265
SRR11593391	266
SRR11637248	1382
ERR4085617	271
SRR11578198	744
ERR4091866	773
SRR11704816	420
SRR11578336	843
ERR4091583	557
ERR4091803	1065
ERR4086421	1087
ERR4091825	1054
ERR4091920	1333
ERR4085578	557
ERR4085634	557
SRR11578356	841
ERR4091745	1265
ERR4085736	1395
ERR4082812	374
ERR4082509	807
ERR4084953	1078
ERR4085907	1010
ERR4085955	1062
SRR11593357	569
SRR11593419	557
SRR11593363	1115
ERR4082477	798
ERR4085011	517
ERR4085078	992
SRR11728645	1426
ERR4085588	552
ERR4085169	265
SRR11667146	1378
SRR11578057	265
SRR11578103	411
SRR11622180	480
SRR11622228	265
ERR4082511	265
SRR11593386	265
SRR11593399	265
SRR11593401	265
SRR11593403	265
SRR11593404	265
SRR11593408	265
SRR11593410	270
ERR4091942	827
SRR11593406	267
SRR11607646	555
SRR11593369	1327
SRR11676275	487
SRR11607644	1417
SRR11676298	555
SRR11607645	721
SRR11607661	1173
SRR11648011	1372
SRR11648040	1083
SRR11648042	1083
SRR11648051	791
SRR11648047	791
SRR11647999	792
SRR11648056	1062
ERR4085669	265
SRR11607635	555
SRR11578163	265
SRR11622082	557
ERR4084981	265
SRR11622085	291
SRR11695894	522
ERR4084954	266
SRR11622093	265
SRR11622173	870
SRR11622194	265
SRR11578072	266
SRR11577968	265
SRR11704809	265
SRR11704812	265
SRR11704815	265
SRR11578152	332
ERR4084957	266
SRR11577855	480
SRR11578326	625
SRR11577892	1147
SRR11622221	273
SRR11578162	480
SRR11578178	788
SRR11578255	311
SRR11622187	480
SRR11578377	480
SRR11577868	611
SRR11578034	480
SRR11578363	480
SRR11578229	533
SRR11622069	480
SRR11578324	265
SRR11578023	480
SRR11578110	480
SRR11622012	480
SRR11695914	480
SRR11578003	441
SRR11578069	483
SRR11578236	480
SRR11578376	712
SRR11622201	356
SRR11578148	754
SRR11578386	709
SRR11578387	955
SRR11578081	524
SRR11578266	481
SRR11578322	912
SRR11622200	319
SRR11622207	1282
SRR11695897	994
ERR4082453	747
SRR11578375	782
SRR11622153	480
SRR11578056	636
SRR11578062	265
ERR4085985	480
SRR11578295	1147
SRR11622192	453
SRR11578300	1042
SRR11578346	480
SRR11578252	485
SRR11622165	915
SRR11577864	1088
SRR11578049	681
SRR11577964	754
SRR11578170	754
SRR11578225	665
SRR11578150	755
SRR11578287	1218
SRR11578009	266
SRR11578080	1106
SRR11577942	1049
SRR11578019	405
SRR11578302	549
SRR11577951	534
SRR11577981	958
SRR11622105	420
SRR11622055	773
SRR11577888	755
SRR11577974	858
SRR11578282	482
SRR11577886	279
SRR11578344	267
SRR11577910	418
SRR11622208	1381
SRR11622159	1113
SRR11622119	788
SRR11622191	1051
SRR11577963	265
SRR11622076	702
SRR11577904	1210
SRR11578005	757
SRR11578048	754
SRR11578142	763
SRR11578192	564
SRR11578224	639
SRR11578143	662
SRR11622111	1030
SRR11622179	1110
SRR11578159	952
SRR11622114	1085
SRR11578288	827
SRR11622068	952
SRR11578031	1246
SRR11622036	1289
SRR11577997	778
SRR11578051	1082
SRR11578191	1480
SRR11578088	522
